crypto_name,price_usd,market_cap,volume_24h,fetched_at
ethereum,1912.98,230866795981.0983,6346913129.170424,2026-08-18T15:19:38.427997+00:00
dogecoin,0.070152,10911321276.48742,247123152.21641675,2026-08-18T15:19:38.427997+00:00
cardano,0.17524,6571323614.718511,189584460.71958113,2026-08-18T15:19:38.427997+00:00
solana,76.88,44818096463.145836,1368888109.0327735,2026-08-18T15:19:38.427997+00:00
bitcoin,64710,1298864369261.539,21721785035.916145,2026-08-18T16:17:37.636228+00:00
ethereum,1912.99,230894347065.46902,6320860346.1540985,2026-08-18T16:17:37.636228+00:00
dogecoin,0.070235,10924523928.264874,240922971.38619936,2026-08-18T16:17:37.636228+00:00
cardano,0.175492,6577795870.442529,185217101.0625078,2026-08-18T16:17:37.636228+00:00
solana,76.96,44869659508.98277,1396873141.2582762,2026-08-18T16:17:37.636228+00:00
bitcoin,64755,1299730620606.3655,21529996091.590714,2026-08-18T17:16:32.177655+00:00
ethereum,1914.18,231006848379.56668,6380188276.484541,2026-08-18T17:16:32.177655+00:00
dogecoin,0.070323,10937808105.920176,243176248.1723517,2026-08-18T17:16:32.177655+00:00
cardano,0.174173,6529067281.102697,182777097.88145247,2026-08-18T17:16:32.177655+00:00
solana,76.91,44833055092.95054,1378323791.5160732,2026-08-18T17:16:32.177655+00:00
bitcoin,64697,1298460240025.492,20105285019.104027,2026-08-18T18:19:08.898904+00:00
ethereum,1913.35,230841641997.16498,6246031054.844056,2026-08-18T18:19:08.898904+00:00
dogecoin,0.070325,10937715283.424019,237720449.81447893,2026-08-18T18:19:08.898904+00:00
cardano,0.174225,6529046233.840811,179292837.79481784,2026-08-18T18:19:08.898904+00:00
solana,77.08,44921913952.413826,1370828460.2499142,2026-08-18T18:19:08.898904+00:00
bitcoin,64674,1298120167306.0544,19328240023.52033,2026-08-18T19:19:52.972058+00:00
ethereum,1912.71,230834764455.07938,6177777651.384571,2026-08-18T19:19:52.972058+00:00
dogecoin,0.070334,10938951179.845898,241494241.87909654,2026-08-18T19:19:52.972058+00:00
cardano,0.174213,6529363364.751639,178007600.17133003,2026-08-18T19:19:52.972058+00:00
solana,77.21,45007005204.812454,1376764537.1030695,2026-08-18T19:19:52.972058+00:00
bitcoin,64583,1296254396030.6826,18685009383.12874,2026-08-18T20:10:09.695950+00:00
ethereum,1911.8,230719760155.8369,6084201035.1601715,2026-08-18T20:10:09.695950+00:00
dogecoin,0.070312,10936740443.39474,238422112.07793164,2026-08-18T20:10:09.695950+00:00
cardano,0.173329,6497108226.072055,177342587.91965213,2026-08-18T20:10:09.695950+00:00
solana,77.1,44941059748.546394,1384278344.4227722,2026-08-18T20:10:09.695950+00:00
bitcoin,64589,1296353424596.9258,18532792981.930775,2026-08-18T21:12:12.561796+00:00
ethereum,1912.8,230821286608.17383,6080658949.010949,2026-08-18T21:12:12.561796+00:00
dogecoin,0.070174,10915967046.194288,245368684.34930602,2026-08-18T21:12:12.561796+00:00
cardano,0.173188,6491980305.136933,172644337.01600224,2026-08-18T21:12:12.561796+00:00
solana,76.96,44844561747.91924,1392827111.5054026,2026-08-18T21:12:12.561796+00:00
bitcoin,64537,1295484443590.2703,18389924276.82584,2026-08-18T22:10:10.402994+00:00
ethereum,1911.4,230674362332.90906,6066264205.829858,2026-08-18T22:10:10.402994+00:00
dogecoin,0.070078,10900735445.662664,246075593.9336276,2026-08-18T22:10:10.402994+00:00
cardano,0.172834,6479209578.82447,174297237.0822418,2026-08-18T22:10:10.402994+00:00
solana,76.93,44844376021.754456,1392289497.3330593,2026-08-18T22:10:10.402994+00:00
bitcoin,64633,1297278737880.7332,18364661084.453114,2026-08-18T23:11:12.989271+00:00
ethereum,1914.32,231005001347.36465,6073864316.540127,2026-08-18T23:11:12.989271+00:00
dogecoin,0.070092,10903184243.998377,252356322.10282883,2026-08-18T23:11:12.989271+00:00
cardano,0.172871,6480670704.535514,172469742.33105156,2026-08-18T23:11:12.989271+00:00
solana,76.99,44875428656.91877,1409225505.2497253,2026-08-18T23:11:12.989271+00:00
bitcoin,64576,1295909443690.5364,18077381260.77045,2026-08-19T00:32:39.381832+00:00
ethereum,1916.21,231139732245.73547,6031576947.681873,2026-08-19T00:32:39.381832+00:00
dogecoin,0.07001,10889279458.953339,258399378.04658777,2026-08-19T00:32:39.381832+00:00
cardano,0.17341,6500243297.701008,178990822.56552425,2026-08-19T00:32:39.381832+00:00
solana,76.93,44831896829.44996,1421623314.729867,2026-08-19T00:32:39.381832+00:00
bitcoin,64321,1291028756055.4802,17943145474.76207,2026-08-19T02:10:07.672237+00:00
ethereum,1910.24,230545003803.74393,6047271806.51401,2026-08-19T02:10:07.672237+00:00
dogecoin,0.069865,10869231299.668484,258141856.5480714,2026-08-19T02:10:07.672237+00:00
cardano,0.173458,6502557364.418467,177999365.16295347,2026-08-19T02:10:07.672237+00:00
solana,76.69,44701554231.90488,1426546253.1868896,2026-08-19T02:10:07.672237+00:00
bitcoin,64300,1290652294548.0476,17827382454.032326,2026-08-19T03:36:27.727759+00:00
ethereum,1909.95,230573775563.66364,5908289815.048597,2026-08-19T03:36:27.727759+00:00
dogecoin,0.070003,10891933793.611166,251516191.57814673,2026-08-19T03:36:27.727759+00:00
cardano,0.17501,6560849157.542273,172415442.5701825,2026-08-19T03:36:27.727759+00:00
solana,76.92,44834811907.96173,1389029402.0587258,2026-08-19T03:36:27.727759+00:00
bitcoin,64322,1291048884844.352,17342498388.27649,2026-08-19T04:25:11.717901+00:00
ethereum,1911.64,230704919721.68948,5842382355.4953375,2026-08-19T04:25:11.717901+00:00
dogecoin,0.070032,10893574486.691772,248929967.31645176,2026-08-19T04:25:11.717901+00:00
cardano,0.175117,6565491900.287272,170333997.8936671,2026-08-19T04:25:11.717901+00:00
solana,77.05,44911617451.78091,1372445620.4017315,2026-08-19T04:25:11.717901+00:00
bitcoin,64341,1291397760744.7642,17008525201.018778,2026-08-19T05:19:02.456328+00:00
ethereum,1911.68,230682844561.5173,5842673832.663236,2026-08-19T05:19:02.456328+00:00
dogecoin,0.070006,10889680512.73618,254695159.75596502,2026-08-19T05:19:02.456328+00:00
cardano,0.174939,6558303011.653975,171031956.9485878,2026-08-19T05:19:02.456328+00:00
solana,76.95,44849547671.31713,1352792727.498404,2026-08-19T05:19:02.456328+00:00
bitcoin,64221,1289053823175.8608,16580528871.686012,2026-08-19T06:23:19.197715+00:00
ethereum,1909.95,230513392352.10657,5882907695.377474,2026-08-19T06:23:19.197715+00:00
dogecoin,0.069954,10880831947.468098,249772648.49413785,2026-08-19T06:23:19.197715+00:00
cardano,0.175362,6575995014.492828,172007496.68153954,2026-08-19T06:23:19.197715+00:00
solana,76.81,44776387713.1429,1347345031.8132684,2026-08-19T06:23:19.197715+00:00
bitcoin,64303,1290673909620.5146,16780510198.177387,2026-08-19T07:28:59.637455+00:00
ethereum,1917.15,231391200859.92026,5997059620.5473795,2026-08-19T07:28:59.637455+00:00
dogecoin,0.070029,10893347546.180206,254660730.05652684,2026-08-19T07:28:59.637455+00:00
cardano,0.175486,6579014909.081219,178337733.32889533,2026-08-19T07:28:59.637455+00:00
solana,76.96,44869336867.34295,1336184396.501936,2026-08-19T07:28:59.637455+00:00
bitcoin,64234,1289302199060.4895,16578961424.806805,2026-08-19T08:22:21.434308+00:00
ethereum,1914.97,231108956608.95236,5922857543.453921,2026-08-19T08:22:21.434308+00:00
dogecoin,0.069982,10887954599.050255,251177993.8489024,2026-08-19T08:22:21.434308+00:00
cardano,0.175096,6564060718.419629,178233345.8258348,2026-08-19T08:22:21.434308+00:00
solana,77.03,44913310405.0697,1316490889.664475,2026-08-19T08:22:21.434308+00:00
bitcoin,64365,1291905234953.24,16685826725.77611,2026-08-19T09:21:34.814071+00:00
ethereum,1921.76,231914372509.69305,6078698440.415072,2026-08-19T09:21:34.814071+00:00
dogecoin,0.0701,10904457839.236742,262187296.26549062,2026-08-19T09:21:34.814071+00:00
cardano,0.17425,6533316589.128691,181061732.4362581,2026-08-19T09:21:34.814071+00:00
solana,77.36,45097607974.49944,1412756097.2518246,2026-08-19T09:21:34.814071+00:00
bitcoin,64337,1291354165561.9338,16535894727.28785,2026-08-19T10:16:47.254465+00:00
ethereum,1916.89,231355670925.51443,6009522004.244265,2026-08-19T10:16:47.254465+00:00
dogecoin,0.069962,10883725566.87117,257970937.45803404,2026-08-19T10:16:47.254465+00:00
cardano,0.173978,6522519959.663055,177885541.6282673,2026-08-19T10:16:47.254465+00:00
solana,77.21,45017749156.89242,1410784973.304148,2026-08-19T10:16:47.254465+00:00
bitcoin,64449,1293916727360.5898,16640760754.996761,2026-08-19T11:14:13.838535+00:00
ethereum,1922.84,232036170321.28748,6043466609.546002,2026-08-19T11:14:13.838535+00:00
dogecoin,0.070127,10908757499.399246,265502930.2124744,2026-08-19T11:14:13.838535+00:00
cardano,0.174699,6551351234.946038,182224871.41835377,2026-08-19T11:14:13.838535+00:00
solana,77.48,45169373215.150604,1411146280.5267358,2026-08-19T11:14:13.838535+00:00
bitcoin,64442,1293494509750.3853,16626500256.482708,2026-08-19T12:20:02.927635+00:00
ethereum,1921.75,231903195737.94675,6073811949.051188,2026-08-19T12:20:02.927635+00:00
dogecoin,0.070157,10914166598.31466,265330741.7598093,2026-08-19T12:20:02.927635+00:00
cardano,0.174535,6542314897.810122,181878646.48565656,2026-08-19T12:20:02.927635+00:00
solana,77.41,45124812097.74204,1357510145.006514,2026-08-19T12:20:02.927635+00:00
bitcoin,65022,1306173047718.6597,18489411651.104687,2026-08-19T13:35:23.603269+00:00
ethereum,1935.89,233713426814.10114,6985954847.14725,2026-08-19T13:35:23.603269+00:00
dogecoin,0.070552,10976717882.236012,289006619.7021131,2026-08-19T13:35:23.603269+00:00
cardano,0.175099,6568834777.805258,186884232.48790032,2026-08-19T13:35:23.603269+00:00
solana,78.59,45807336539.059494,1659872321.3128617,2026-08-19T13:35:23.603269+00:00
bitcoin,65378,1312092678286.1257,19175930770.712273,2026-08-19T14:21:35.910191+00:00
ethereum,1936.98,233748617426.0238,7293126617.775812,2026-08-19T14:21:35.910191+00:00
dogecoin,0.070576,10978142258.61824,301884856.08964694,2026-08-19T14:21:35.910191+00:00
cardano,0.174156,6529717230.091681,186719874.609119,2026-08-19T14:21:35.910191+00:00
solana,78.63,45837009077.687706,1724488480.0031638,2026-08-19T14:21:35.910191+00:00
bitcoin,66633,1338306770638.247,21866264646.122692,2026-08-19T15:19:42.629283+00:00
ethereum,2010.4,242688888487.20175,9477870568.870398,2026-08-19T15:19:42.629283+00:00
dogecoin,0.071886,11182414231.876675,345444170.85701627,2026-08-19T15:19:42.629283+00:00
cardano,0.177101,6637842873.504976,210133174.81090716,2026-08-19T15:19:42.629283+00:00
solana,81.25,47386793399.79316,2261577556.1410823,2026-08-19T15:19:42.629283+00:00
bitcoin,68555,1376010651963.7576,30378409354.826797,2026-08-19T16:17:11.105348+00:00
ethereum,2089.26,252127122671.66614,14069621655.674797,2026-08-19T16:17:11.105348+00:00
dogecoin,0.072684,11305895273.739902,461013327.38957787,2026-08-19T16:17:11.105348+00:00
cardano,0.180494,6763177179.704621,280921937.6214647,2026-08-19T16:17:11.105348+00:00
solana,81.89,47733819838.8089,2762339421.256668,2026-08-19T16:17:11.105348+00:00
bitcoin,68226,1370332011422.0544,32201369349.109905,2026-08-19T17:16:12.126962+00:00
ethereum,2078.95,250911306740.3034,15135499121.433287,2026-08-19T17:16:12.126962+00:00
dogecoin,0.072348,11254307177.544071,482831591.57582134,2026-08-19T17:16:12.126962+00:00
cardano,0.179235,6718918668.9855,294846976.84447914,2026-08-19T17:16:12.126962+00:00
solana,81.35,47431031072.2946,2841780546.951817,2026-08-19T17:16:12.126962+00:00
bitcoin,68160,1367674706573.4592,33630144623.267548,2026-08-19T18:16:19.043392+00:00
ethereum,2084.43,251436346597.2455,16027606508.389597,2026-08-19T18:16:19.043392+00:00
dogecoin,0.072358,11256008421.106659,499684074.005677,2026-08-19T18:16:19.043392+00:00
cardano,0.179541,6723727823.210339,306714866.6461228,2026-08-19T18:16:19.043392+00:00
solana,81.47,47487664930.22765,2963991166.201206,2026-08-19T18:16:19.043392+00:00
bitcoin,68127,1367546116069.1238,30445090512.735626,2026-08-19T19:16:46.255013+00:00
ethereum,2092.26,252322901557.13797,16719256949.959652,2026-08-19T19:16:46.255013+00:00
dogecoin,0.072537,11283506766.254457,508928132.6369004,2026-08-19T19:16:46.255013+00:00
cardano,0.179612,6732167181.116796,309163408.25542533,2026-08-19T19:16:46.255013+00:00
solana,82.11,47845752214.117836,3108296724.9283037,2026-08-19T19:16:46.255013+00:00
bitcoin,68588,1376787064191.636,35241147946.06972,2026-08-19T20:13:29.079842+00:00
ethereum,2113.74,255073300303.61682,17609359433.774395,2026-08-19T20:13:29.079842+00:00
dogecoin,0.073048,11372048187.846462,527343611.6886089,2026-08-19T20:13:29.079842+00:00
cardano,0.181656,6809025464.0125265,320849135.0118767,2026-08-19T20:13:29.079842+00:00
solana,82.34,48023583486.58525,3172098449.144963,2026-08-19T20:13:29.079842+00:00
bitcoin,69351,1390313694891.455,39076933832.47316,2026-08-19T21:14:55.980397+00:00
ethereum,2258.65,271805292178.7834,23338756824.70898,2026-08-19T21:14:55.980397+00:00
dogecoin,0.075582,11739967526.381039,616861990.8396107,2026-08-19T21:14:55.980397+00:00
cardano,0.188615,7067795582.624122,370861456.97609025,2026-08-19T21:14:55.980397+00:00
solana,86.2,50094785548.188614,3863645235.0036416,2026-08-19T21:14:55.980397+00:00
bitcoin,69378,1392428471697.1304,41541254054.79384,2026-08-19T22:12:42.839149+00:00
ethereum,2275.37,274318491980.89584,26037293273.719276,2026-08-19T22:12:42.839149+00:00
dogecoin,0.075367,11727495173.380478,680702854.1562268,2026-08-19T22:12:42.839149+00:00
cardano,0.189793,7111970701.503683,418100344.584784,2026-08-19T22:12:42.839149+00:00
solana,85.97,50144308482.15315,4126776305.051874,2026-08-19T22:12:42.839149+00:00
bitcoin,69295,1390853290180.1978,43065876706.07923,2026-08-19T23:12:19.743855+00:00
ethereum,2248.35,271346397982.5624,27144122622.1439,2026-08-19T23:12:19.743855+00:00
dogecoin,0.074733,11620989598.95343,741814149.9363477,2026-08-19T23:12:19.743855+00:00
cardano,0.186563,6994787273.511203,439333950.4749175,2026-08-19T23:12:19.743855+00:00
solana,85.33,49747324065.51256,4283855932.2304783,2026-08-19T23:12:19.743855+00:00
bitcoin,69542,1396380409737.3394,45017857054.911705,2026-08-20T00:32:43.568711+00:00
ethereum,2261.64,273014740662.83133,28296389987.60564,2026-08-20T00:32:43.568711+00:00
dogecoin,0.075339,11719308764.133322,790029433.8907677,2026-08-20T00:32:43.568711+00:00
cardano,0.18732,7019719002.805891,459145784.43378675,2026-08-20T00:32:43.568711+00:00
solana,85.53,49872233739.39845,4418874182.399994,2026-08-20T00:32:43.568711+00:00
bitcoin,69659,1397935262271.3442,46717733758.07638,2026-08-20T02:09:59.793365+00:00
ethereum,2266.62,273486388876.22974,29432171989.852757,2026-08-20T02:09:59.793365+00:00
dogecoin,0.075739,11770392608.967567,837056343.2749071,2026-08-20T02:09:59.793365+00:00
cardano,0.186766,7001865586.186179,473366345.13795006,2026-08-20T02:09:59.793365+00:00
solana,85.26,49718550648.472,4615972963.281272,2026-08-20T02:09:59.793365+00:00
bitcoin,69048,1385952742481.1387,47714942281.127396,2026-08-20T03:36:29.304772+00:00
ethereum,2240.06,270380218421.33887,30070627952.492855,2026-08-20T03:36:29.304772+00:00
dogecoin,0.074782,11635411043.086647,852382220.8731847,2026-08-20T03:36:29.304772+00:00
cardano,0.182467,6839742238.9928465,468688500.4950856,2026-08-20T03:36:29.304772+00:00
solana,84.32,49162521177.271645,4674995254.335136,2026-08-20T03:36:29.304772+00:00
bitcoin,69267,1390236060180.7434,48846209178.729416,2026-08-20T04:24:43.486248+00:00
ethereum,2252.42,271900275539.49258,30748056917.96361,2026-08-20T04:24:43.486248+00:00
dogecoin,0.074686,11619927209.941137,862673479.4770333,2026-08-20T04:24:43.486248+00:00
cardano,0.182454,6839165758.550693,476771849.87493694,2026-08-20T04:24:43.486248+00:00
solana,84.51,49283750994.53118,4705599840.874092,2026-08-20T04:24:43.486248+00:00
bitcoin,69525,1395273429940.9966,49487558003.34316,2026-08-20T05:20:36.516305+00:00
ethereum,2252.05,271726562084.46677,30970716404.941986,2026-08-20T05:20:36.516305+00:00
dogecoin,0.074752,11625113139.427917,874998800.3565831,2026-08-20T05:20:36.516305+00:00
cardano,0.183805,6890785094.499156,482138096.9370357,2026-08-20T05:20:36.516305+00:00
solana,84.92,49511962894.93593,4762216518.724275,2026-08-20T05:20:36.516305+00:00
bitcoin,69524,1394775482369.3435,51152857862.960976,2026-08-20T06:23:18.027648+00:00
ethereum,2247.64,271013597317.6214,31421602125.218292,2026-08-20T06:23:18.027648+00:00
dogecoin,0.074647,11612629207.346302,895352308.7937877,2026-08-20T06:23:18.027648+00:00
cardano,0.183341,6870842363.777616,499579757.20795846,2026-08-20T06:23:18.027648+00:00
solana,84.91,49486734160.94888,4796234893.41089,2026-08-20T06:23:18.027648+00:00
bitcoin,69656,1398165381749.689,51906391123.6847,2026-08-20T07:31:17.467727+00:00
ethereum,2252.05,271838518318.69882,31985751913.00302,2026-08-20T07:31:17.467727+00:00
dogecoin,0.075171,11694720613.245445,930626162.1137258,2026-08-20T07:31:17.467727+00:00
cardano,0.184054,6900192405.764573,499343657.6151604,2026-08-20T07:31:17.467727+00:00
solana,85.96,50108494773.458466,4982434347.352367,2026-08-20T07:31:17.467727+00:00
bitcoin,71137,1430717777486.186,56301241004.506744,2026-08-20T08:23:14.239145+00:00
ethereum,2272.5,274769381894.20395,33669521548.537727,2026-08-20T08:23:14.239145+00:00
dogecoin,0.076357,11916288275.715334,986597801.3966669,2026-08-20T08:23:14.239145+00:00
cardano,0.186786,7023779890.226257,513673680.0105762,2026-08-20T08:23:14.239145+00:00
solana,87.23,50991210511.04244,5215029462.738314,2026-08-20T08:23:14.239145+00:00
bitcoin,71835,1442185762113.1753,59951551203.2047,2026-08-20T09:21:59.029582+00:00
ethereum,2288.21,276263108123.72534,34864875748.188194,2026-08-20T09:21:59.029582+00:00
dogecoin,0.076955,11969552332.219593,1042514403.9759731,2026-08-20T09:21:59.029582+00:00
cardano,0.19026,7136942916.724217,557657030.8648323,2026-08-20T09:21:59.029582+00:00
